# time                 amplitude              uBulk                  uAxis                  tauWall                
+1.1042047551671e-01   -3.9946272036238e+00   +1.2680758985955e+00   +4.4640565838860e-01   -1.1405515524812e-01   
+1.1209351302454e-01   -3.9944631960437e+00   +1.2739953938111e+00   +4.5309342108771e-01   -1.1413131132544e-01   
+1.1376655053236e-01   -3.9942967244780e+00   +1.2799141031624e+00   +4.5978090429604e-01   -1.1420739700083e-01   
+1.1543958804019e-01   -3.9941277890294e+00   +1.2858320229983e+00   +4.6646810388839e-01   -1.1428341222736e-01   
+1.1711262554802e-01   -3.9939563898022e+00   +1.2917491496684e+00   +4.7315501573979e-01   -1.1435935695815e-01   
+1.1878566305585e-01   -3.9937825269019e+00   +1.2976654795228e+00   +4.7984163572540e-01   -1.1443523114633e-01   
+1.2045870056368e-01   -3.9936062004359e+00   +1.3035810089118e+00   +4.8652795972058e-01   -1.1451103474511e-01   
+1.2213173807151e-01   -3.9934274105130e+00   +1.3094957341867e+00   +4.9321398360087e-01   -1.1458676770774e-01   
+1.2380477557934e-01   -3.9932461572433e+00   +1.3154096516987e+00   +4.9989970324199e-01   -1.1466242998749e-01   
+1.2547781308717e-01   -3.9930624407389e+00   +1.3213227578000e+00   +5.0658511451986e-01   -1.1473802153769e-01   
+1.2715085059500e-01   -3.9928762611128e+00   +1.3272350488430e+00   +5.1327021331058e-01   -1.1481354231171e-01   
+1.2882388810282e-01   -3.9926876184801e+00   +1.3331465211808e+00   +5.1995499549044e-01   -1.1488899226298e-01   
+1.3049692561065e-01   -3.9924965129571e+00   +1.3390571711668e+00   +5.2663945693594e-01   -1.1496437134494e-01   
+1.3216996311848e-01   -3.9923029446616e+00   +1.3449669951551e+00   +5.3332359352375e-01   -1.1503967951110e-01   
+1.3384300062631e-01   -3.9921069137131e+00   +1.3508759895001e+00   +5.4000740113079e-01   -1.1511491671500e-01   
+1.3551603813414e-01   -3.9919084202324e+00   +1.3567841505570e+00   +5.4669087563412e-01   -1.1519008291024e-01   
+1.3718907564197e-01   -3.9917074643421e+00   +1.3626914746812e+00   +5.5337401291105e-01   -1.1526517805045e-01   
+1.3886211314980e-01   -3.9915040461661e+00   +1.3685979582289e+00   +5.6005680883909e-01   -1.1534020208931e-01   
+1.4053515065763e-01   -3.9912981658298e+00   +1.3745035975565e+00   +5.6673925929596e-01   -1.1541515498053e-01   
+1.4220818816546e-01   -3.9910898234602e+00   +1.3804083890213e+00   +5.7342136015957e-01   -1.1549003667789e-01   
+1.4388122567328e-01   -3.9908790191860e+00   +1.3863123289809e+00   +5.8010310730807e-01   -1.1556484713520e-01   
+1.4555426318111e-01   -3.9906657531370e+00   +1.3922154137933e+00   +5.8678449661984e-01   -1.1563958630629e-01   
+1.4722730068894e-01   -3.9904500254449e+00   +1.3981176398174e+00   +5.9346552397344e-01   -1.1571425414508e-01   
+1.4890033819677e-01   -3.9902318362427e+00   +1.4040190034122e+00   +6.0014618524769e-01   -1.1578885060551e-01   
+1.5057337570460e-01   -3.9900111856651e+00   +1.4099195009376e+00   +6.0682647632162e-01   -1.1586337564155e-01   
+1.5224641321243e-01   -3.9897880738481e+00   +1.4158191287537e+00   +6.1350639307449e-01   -1.1593782920725e-01   
+1.5391945072026e-01   -3.9895625009293e+00   +1.4217178832215e+00   +6.2018593138579e-01   -1.1601221125666e-01   
+1.5559248822809e-01   -3.9893344670479e+00   +1.4276157607023e+00   +6.2686508713525e-01   -1.1608652174391e-01   
+1.5726552573592e-01   -3.9891039723446e+00   +1.4335127575580e+00   +6.3354385620283e-01   -1.1616076062317e-01   
+1.5893856324374e-01   -3.9888710169616e+00   +1.4394088701509e+00   +6.4022223446873e-01   -1.1623492784863e-01   
+1.6061160075157e-01   -3.9886356010425e+00   +1.4453040948442e+00   +6.4690021781338e-01   -1.1630902337455e-01   
+1.6228463825940e-01   -3.9883977247325e+00   +1.4511984280012e+00   +6.5357780211748e-01   -1.1638304715522e-01   
+1.6395767576723e-01   -3.9881573881784e+00   +1.4570918659862e+00   +6.6025498326195e-01   -1.1645699914497e-01   
+1.6563071327506e-01   -3.9879145915285e+00   +1.4629844051637e+00   +6.6693175712798e-01   -1.1653087929820e-01   
+1.6730375078289e-01   -3.9876693349325e+00   +1.4688760418989e+00   +6.7360811959698e-01   -1.1660468756933e-01   
+1.6897678829072e-01   -3.9874216185417e+00   +1.4747667725575e+00   +6.8028406655066e-01   -1.1667842391283e-01   
+1.7064982579855e-01   -3.9871714425089e+00   +1.4806565935060e+00   +6.8695959387094e-01   -1.1675208828321e-01   
+1.7232286330638e-01   -3.9869188069884e+00   +1.4865455011110e+00   +6.9363469744003e-01   -1.1682568063504e-01   
+1.7399590081420e-01   -3.9866637121361e+00   +1.4924334917401e+00   +7.0030937314039e-01   -1.1689920092292e-01   
+1.7566893832203e-01   -3.9864061581093e+00   +1.4983205617612e+00   +7.0698361685475e-01   -1.1697264910150e-01   
+1.7734197582986e-01   -3.9861461450669e+00   +1.5042067075429e+00   +7.1365742446608e-01   -1.1704602512547e-01   
+1.7901501333769e-01   -3.9858836731693e+00   +1.5100919254544e+00   +7.2033079185766e-01   -1.1711932894958e-01   
+1.8068805084552e-01   -3.9856187425784e+00   +1.5159762118652e+00   +7.2700371491302e-01   -1.1719256052859e-01   
+1.8236108835335e-01   -3.9853513534575e+00   +1.5218595631458e+00   +7.3367618951595e-01   -1.1726571981735e-01   
+1.8403412586118e-01   -3.9850815059718e+00   +1.5277419756669e+00   +7.4034821155055e-01   -1.1733880677072e-01   
+1.8570716336901e-01   -3.9848092002875e+00   +1.5336234458000e+00   +7.4701977690118e-01   -1.1741182134362e-01   
+1.8738020087684e-01   -3.9845344365727e+00   +1.5395039699172e+00   +7.5369088145248e-01   -1.1748476349101e-01   
+1.8905323838466e-01   -3.9842572149969e+00   +1.5453835443909e+00   +7.6036152108937e-01   -1.1755763316789e-01   
+1.9072627589249e-01   -3.9839775357310e+00   +1.5512621655944e+00   +7.6703169169707e-01   -1.1763043032932e-01   
+1.9239931340032e-01   -3.9836953989476e+00   +1.5571398299015e+00   +7.7370138916109e-01   -1.1770315493039e-01   
+1.9407235090815e-01   -3.9834108048207e+00   +1.5630165336865e+00   +7.8037060936721e-01   -1.1777580692623e-01   
+1.9574538841598e-01   -3.9831237535260e+00   +1.5688922733243e+00   +7.8703934820154e-01   -1.1784838627205e-01   
+1.9741842592381e-01   -3.9828342452403e+00   +1.5747670451906e+00   +7.9370760155045e-01   -1.1792089292306e-01   
+1.9909146343164e-01   -3.9825422801424e+00   +1.5806408456614e+00   +8.0037536530064e-01   -1.1799332683453e-01   
+2.0076450093947e-01   -3.9822478584123e+00   +1.5865136711136e+00   +8.0704263533909e-01   -1.1806568796180e-01   
+2.0243753844730e-01   -3.9819509802317e+00   +1.5923855179244e+00   +8.1370940755309e-01   -1.1813797626021e-01   
+2.0411057595512e-01   -3.9816516457836e+00   +1.5982563824718e+00   +8.2037567783024e-01   -1.1821019168519e-01   
+2.0578361346295e-01   -3.9813498552527e+00   +1.6041262611344e+00   +8.2704144205846e-01   -1.1828233419218e-01   
+2.0745665097078e-01   -3.9810456088252e+00   +1.6099951502913e+00   +8.3370669612596e-01   -1.1835440373668e-01   
+2.0912968847861e-01   -3.9807389066888e+00   +1.6158630463223e+00   +8.4037143592129e-01   -1.1842640027424e-01   
+2.1080272598644e-01   -3.9804297490326e+00   +1.6217299456078e+00   +8.4703565733329e-01   -1.1849832376045e-01   
+2.1247576349427e-01   -3.9801181360473e+00   +1.6275958445288e+00   +8.5369935625114e-01   -1.1857017415094e-01   
+2.1414880100210e-01   -3.9798040679252e+00   +1.6334607394668e+00   +8.6036252856433e-01   -1.1864195140138e-01   
+2.1582183850993e-01   -3.9794875448600e+00   +1.6393246268043e+00   +8.6702517016269e-01   -1.1871365546751e-01   
+2.1749487601775e-01   -3.9791685670469e+00   +1.6451875029239e+00   +8.7368727693636e-01   -1.1878528630510e-01   
+2.1916791352558e-01   -3.9788471346827e+00   +1.6510493642092e+00   +8.8034884477582e-01   -1.1885684386995e-01   
+2.2084095103341e-01   -3.9785232479657e+00   +1.6569102070443e+00   +8.8700986957188e-01   -1.1892832811792e-01   
+2.2251398854124e-01   -3.9781969070957e+00   +1.6627700278140e+00   +8.9367034721569e-01   -1.1899973900493e-01   
+2.2418702604907e-01   -3.9778681122739e+00   +1.6686288229035e+00   +9.0033027359873e-01   -1.1907107648692e-01   
+2.2586006355690e-01   -3.9775368637033e+00   +1.6744865886990e+00   +9.0698964461282e-01   -1.1914234051989e-01   
+2.2753310106473e-01   -3.9772031615880e+00   +1.6803433215870e+00   +9.1364845615012e-01   -1.1921353105988e-01   
+2.2920613857256e-01   -3.9768670061340e+00   +1.6861990179548e+00   +9.2030670410316e-01   -1.1928464806297e-01   
+2.3087917608039e-01   -3.9765283975486e+00   +1.6920536741904e+00   +9.2696438436478e-01   -1.1935569148530e-01   
+2.3255221358821e-01   -3.9761873360407e+00   +1.6979072866822e+00   +9.3362149282819e-01   -1.1942666128304e-01   
+2.3422525109604e-01   -3.9758438218207e+00   +1.7037598518195e+00   +9.4027802538696e-01   -1.1949755741241e-01   
+2.3589828860387e-01   -3.9754978551005e+00   +1.7096113659921e+00   +9.4693397793500e-01   -1.1956837982969e-01   
+2.3757132611170e-01   -3.9751494360934e+00   +1.7154618255905e+00   +9.5358934636658e-01   -1.1963912849118e-01   
+2.3924436361953e-01   -3.9747985650145e+00   +1.7213112270059e+00   +9.6024412657634e-01   -1.1970980335325e-01   
+2.4091740112736e-01   -3.9744452420800e+00   +1.7271595666301e+00   +9.6689831445928e-01   -1.1978040437229e-01   
+2.4259043863519e-01   -3.9740894675081e+00   +1.7330068408554e+00   +9.7355190591076e-01   -1.1985093150477e-01   
+2.4426347614302e-01   -3.9737312415181e+00   +1.7388530460750e+00   +9.8020489682651e-01   -1.1992138470717e-01   
+2.4593651365085e-01   -3.9733705643310e+00   +1.7446981786828e+00   +9.8685728310264e-01   -1.1999176393603e-01   
+2.4760955115867e-01   -3.9730074361694e+00   +1.7505422350730e+00   +9.9350906063560e-01   -1.2006206914794e-01   
+2.4928258866650e-01   -3.9726418572571e+00   +1.7563852116408e+00   +1.0001602253223e+00   -1.2013230029954e-01   
+2.5095562617433e-01   -3.9722738278197e+00   +1.7622271047820e+00   +1.0068107730598e+00   -1.2020245734750e-01   
+2.5262866368216e-01   -3.9719033480843e+00   +1.7680679108929e+00   +1.0134606997460e+00   -1.2027254024854e-01   
+2.5430170118999e-01   -3.9715304182793e+00   +1.7739076263708e+00   +1.0201100012786e+00   -1.2034254895944e-01   
+2.5597473869782e-01   -3.9711550386348e+00   +1.7797462476133e+00   +1.0267586735561e+00   -1.2041248343701e-01   
+2.5764777620565e-01   -3.9707772093823e+00   +1.7855837710188e+00   +1.0334067124773e+00   -1.2048234363811e-01   
+2.5932081371348e-01   -3.9703969307550e+00   +1.7914201929866e+00   +1.0400541139413e+00   -1.2055212951964e-01   
+2.6099385122131e-01   -3.9700142029873e+00   +1.7972555099165e+00   +1.0467008738477e+00   -1.2062184103857e-01   
+2.6266688872913e-01   -3.9696290263154e+00   +1.8030897182088e+00   +1.0533469880964e+00   -1.2069147815188e-01   
+2.6433992623696e-01   -3.9692414009769e+00   +1.8089228142648e+00   +1.0599924525877e+00   -1.2076104081662e-01   
+2.6601296374479e-01   -3.9688513272109e+00   +1.8147547944863e+00   +1.0666372632225e+00   -1.2083052898989e-01   
+2.6768600125262e-01   -3.9684588052579e+00   +1.8205856552758e+00   +1.0732814159017e+00   -1.2089994262882e-01   
+2.6935903876045e-01   -3.9680638353602e+00   +1.8264153930367e+00   +1.0799249065271e+00   -1.2096928169058e-01   
+2.7103207626828e-01   -3.9676664177613e+00   +1.8322440041728e+00   +1.0865677310006e+00   -1.2103854613242e-01   
+2.7270511377611e-01   -3.9672665527065e+00   +1.8380714850887e+00   +1.0932098852244e+00   -1.2110773591160e-01   
+2.7437815128394e-01   -3.9668642404423e+00   +1.8438978321898e+00   +1.0998513651015e+00   -1.2117685098544e-01   
+2.7605118879177e-01   -3.9664594812169e+00   +1.8497230418820e+00   +1.1064921665350e+00   -1.2124589131131e-01   
+2.7772422629959e-01   -3.9660522752800e+00   +1.8555471105722e+00   +1.1131322854286e+00   -1.2131485684663e-01   
+2.7939726380742e-01   -3.9656426228828e+00   +1.8613700346676e+00   +1.1197717176862e+00   -1.2138374754885e-01   
+2.8107030131525e-01   -3.9652305242780e+00   +1.8671918105766e+00   +1.1264104592124e+00   -1.2145256337547e-01   
+2.8274333882308e-01   -3.9648159797198e+00   +1.8730124347077e+00   +1.1330485059120e+00   -1.2152130428405e-01   
+2.8441637633091e-01   -3.9643989894639e+00   +1.8788319034707e+00   +1.1396858536903e+00   -1.2158997023218e-01   
+2.8608941383874e-01   -3.9639795537675e+00   +1.8846502132758e+00   +1.1463224984532e+00   -1.2165856117751e-01   
+2.8776245134657e-01   -3.9635576728894e+00   +1.8904673605340e+00   +1.1529584361067e+00   -1.2172707707773e-01   
+2.8943548885440e-01   -3.9631333470897e+00   +1.8962833416569e+00   +1.1595936625576e+00   -1.2179551789057e-01   
+2.9110852636223e-01   -3.9627065766303e+00   +1.9020981530569e+00   +1.1662281737128e+00   -1.2186388357381e-01   
+2.9278156387005e-01   -3.9622773617743e+00   +1.9079117911472e+00   +1.1728619654799e+00   -1.2193217408529e-01   
+2.9445460137788e-01   -3.9618457027866e+00   +1.9137242523417e+00   +1.1794950337668e+00   -1.2200038938288e-01   
+2.9612763888571e-01   -3.9614115999334e+00   +1.9195355330550e+00   +1.1861273744819e+00   -1.2206852942450e-01   
+2.9780067639354e-01   -3.9609750534825e+00   +1.9253456297022e+00   +1.1927589835340e+00   -1.2213659416811e-01   
+2.9947371390137e-01   -3.9605360637032e+00   +1.9311545386996e+00   +1.1993898568325e+00   -1.2220458357174e-01   
+3.0114675140920e-01   -3.9600946308662e+00   +1.9369622564637e+00   +1.2060199902870e+00   -1.2227249759344e-01   
+3.0281978891703e-01   -3.9596507552439e+00   +1.9427687794123e+00   +1.2126493798078e+00   -1.2234033619132e-01   
+3.0449282642486e-01   -3.9592044371101e+00   +1.9485741039635e+00   +1.2192780213056e+00   -1.2240809932354e-01   
+3.0616586393269e-01   -3.9587556767401e+00   +1.9543782265362e+00   +1.2259059106914e+00   -1.2247578694829e-01   
+3.0783890144051e-01   -3.9583044744106e+00   +1.9601811435503e+00   +1.2325330438769e+00   -1.2254339902382e-01   
+3.0951193894834e-01   -3.9578508304001e+00   +1.9659828514261e+00   +1.2391594167740e+00   -1.2261093550842e-01   
+3.1118497645617e-01   -3.9573947449883e+00   +1.9717833465850e+00   +1.2457850252954e+00   -1.2267839636044e-01   
+3.1285801396400e-01   -3.9569362184566e+00   +1.9775826254488e+00   +1.2524098653539e+00   -1.2274578153826e-01   
+3.1453105147183e-01   -3.9564752510878e+00   +1.9833806844403e+00   +1.2590339328631e+00   -1.2281309100031e-01   
+3.1620408897966e-01   -3.9560118431664e+00   +1.9891775199829e+00   +1.2656572237370e+00   -1.2288032470508e-01   
+3.1787712648749e-01   -3.9555459949780e+00   +1.9949731285009e+00   +1.2722797338899e+00   -1.2294748261110e-01   
+3.1955016399532e-01   -3.9550777068102e+00   +2.0007675064192e+00   +1.2789014592367e+00   -1.2301456467692e-01   
+3.2122320150315e-01   -3.9546069789517e+00   +2.0065606501636e+00   +1.2855223956928e+00   -1.2308157086119e-01   
+3.2289623901097e-01   -3.9541338116929e+00   +2.0123525561606e+00   +1.2921425391741e+00   -1.2314850112255e-01   
+3.2456927651880e-01   -3.9536582053257e+00   +2.0181432208374e+00   +1.2987618855970e+00   -1.2321535541974e-01   
+3.2624231402663e-01   -3.9531801601435e+00   +2.0239326406221e+00   +1.3053804308783e+00   -1.2328213371150e-01   
+3.2791535153446e-01   -3.9526996764411e+00   +2.0297208119434e+00   +1.3119981709354e+00   -1.2334883595664e-01   
+3.2958838904229e-01   -3.9522167545150e+00   +2.0355077312310e+00   +1.3186151016861e+00   -1.2341546211403e-01   
+3.3126142655012e-01   -3.9517313946630e+00   +2.0412933949151e+00   +1.3252312190487e+00   -1.2348201214256e-01   
+3.3293446405795e-01   -3.9512435971846e+00   +2.0470777994269e+00   +1.3318465189422e+00   -1.2354848600118e-01   
+3.3460750156578e-01   -3.9507533623806e+00   +2.0528609411983e+00   +1.3384609972857e+00   -1.2361488364889e-01   
+3.3628053907361e-01   -3.9502606905534e+00   +2.0586428166619e+00   +1.3450746499993e+00   -1.2368120504472e-01   
+3.3795357658143e-01   -3.9497655820069e+00   +2.0644234222511e+00   +1.3516874730033e+00   -1.2374745014778e-01   
+3.3962661408926e-01   -3.9492680370466e+00   +2.0702027544003e+00   +1.3582994622185e+00   -1.2381361891719e-01   
+3.4129965159709e-01   -3.9487680559793e+00   +2.0759808095444e+00   +1.3649106135664e+00   -1.2387971131214e-01   
+3.4297268910492e-01   -3.9482656391135e+00   +2.0817575841192e+00   +1.3715209229688e+00   -1.2394572729186e-01   
+3.4464572661275e-01   -3.9477607867590e+00   +2.0875330745614e+00   +1.3781303863482e+00   -1.2401166681562e-01   
+3.4631876412058e-01   -3.9472534992274e+00   +2.0933072773083e+00   +1.3847389996276e+00   -1.2407752984276e-01   
+3.4799180162841e-01   -3.9467437768315e+00   +2.0990801887980e+00   +1.3913467587303e+00   -1.2414331633265e-01   
+3.4966483913624e-01   -3.9462316198857e+00   +2.1048518054697e+00   +1.3979536595805e+00   -1.2420902624470e-01   
+3.5133787664407e-01   -3.9457170287060e+00   +2.1106221237630e+00   +1.4045596981026e+00   -1.2427465953838e-01   
+3.5301091415189e-01   -3.9452000036098e+00   +2.1163911401185e+00   +1.4111648702217e+00   -1.2434021617321e-01   
+3.5468395165972e-01   -3.9446805449160e+00   +2.1221588509776e+00   +1.4177691718635e+00   -1.2440569610874e-01   
+3.5635698916755e-01   -3.9441586529450e+00   +2.1279252527826e+00   +1.4243725989539e+00   -1.2447109930460e-01   
+3.5803002667538e-01   -3.9436343280188e+00   +2.1336903419763e+00   +1.4309751474198e+00   -1.2453642572042e-01   
+3.5970306418321e-01   -3.9431075704608e+00   +2.1394541150026e+00   +1.4375768131883e+00   -1.2460167531592e-01   
+3.6137610169104e-01   -3.9425783805960e+00   +2.1452165683061e+00   +1.4441775921872e+00   -1.2466684805084e-01   
+3.6304913919887e-01   -3.9420467587507e+00   +2.1509776983323e+00   +1.4507774803448e+00   -1.2473194388499e-01   
+3.6472217670670e-01   -3.9415127052529e+00   +2.1567375015273e+00   +1.4573764735900e+00   -1.2479696277821e-01   
+3.6639521421453e-01   -3.9409762204321e+00   +2.1624959743383e+00   +1.4639745678521e+00   -1.2486190469040e-01   
+3.6806825172235e-01   -3.9404373046191e+00   +2.1682531132132e+00   +1.4705717590612e+00   -1.2492676958148e-01   
+3.6974128923018e-01   -3.9398959581464e+00   +2.1740089146005e+00   +1.4771680431477e+00   -1.2499155741146e-01   
+3.7141432673801e-01   -3.9393521813479e+00   +2.1797633749500e+00   +1.4837634160428e+00   -1.2505626814037e-01   
+3.7308736424584e-01   -3.9388059745591e+00   +2.1855164907118e+00   +1.4903578736780e+00   -1.2512090172829e-01   
+3.7476040175367e-01   -3.9382573381168e+00   +2.1912682583373e+00   +1.4969514119856e+00   -1.2518545813534e-01   
+3.7643343926150e-01   -3.9377062723596e+00   +2.1970186742785e+00   +1.5035440268984e+00   -1.2524993732172e-01   
+3.7810647676933e-01   -3.9371527776272e+00   +2.2027677349881e+00   +1.5101357143497e+00   -1.2531433924764e-01   
+3.7977951427716e-01   -3.9365968542613e+00   +2.2085154369199e+00   +1.5167264702734e+00   -1.2537866387339e-01   
+3.8145255178499e-01   -3.9360385026046e+00   +2.2142617765284e+00   +1.5233162906040e+00   -1.2544291115927e-01   
+3.8312558929281e-01   -3.9354777230015e+00   +2.2200067502690e+00   +1.5299051712765e+00   -1.2550708106566e-01   
+3.8479862680064e-01   -3.9349145157981e+00   +2.2257503545980e+00   +1.5364931082267e+00   -1.2557117355298e-01   
+3.8647166430847e-01   -3.9343488813418e+00   +2.2314925859722e+00   +1.5430800973908e+00   -1.2563518858169e-01   
+3.8814470181630e-01   -3.9337808199813e+00   +2.2372334408497e+00   +1.5496661347055e+00   -1.2569912611231e-01   
+3.8981773932413e-01   -3.9332103320672e+00   +2.2429729156893e+00   +1.5562512161083e+00   -1.2576298610539e-01   
+3.9149077683196e-01   -3.9326374179514e+00   +2.2487110069504e+00   +1.5628353375371e+00   -1.2582676852153e-01   
+3.9316381433979e-01   -3.9320620779872e+00   +2.2544477110936e+00   +1.5694184949306e+00   -1.2589047332141e-01   
+3.9483685184762e-01   -3.9314843125295e+00   +2.2601830245802e+00   +1.5760006842279e+00   -1.2595410046572e-01   
+3.9650988935545e-01   -3.9309041219348e+00   +2.2659169438723e+00   +1.5825819013688e+00   -1.2601764991521e-01   
+3.9818292686327e-01   -3.9303215065609e+00   +2.2716494654330e+00   +1.5891621422936e+00   -1.2608112163068e-01   
+3.9985596437110e-01   -3.9297364667673e+00   +2.2773805857262e+00   +1.5957414029434e+00   -1.2614451557298e-01   
+4.0152900187893e-01   -3.9291490029148e+00   +2.2831103012167e+00   +1.6023196792598e+00   -1.2620783170301e-01   
+4.0320203938676e-01   -3.9285591153657e+00   +2.2888386083699e+00   +1.6088969671848e+00   -1.2627106998170e-01   
+4.0487507689459e-01   -3.9279668044840e+00   +2.2945655036526e+00   +1.6154732626614e+00   -1.2633423037005e-01   
+4.0654811440242e-01   -3.9273720706350e+00   +2.3002909835319e+00   +1.6220485616329e+00   -1.2639731282911e-01   
+4.0822115191025e-01   -3.9267749141856e+00   +2.3060150444762e+00   +1.6286228600433e+00   -1.2646031731995e-01   
+4.0989418941808e-01   -3.9261753355041e+00   +2.3117376829545e+00   +1.6351961538374e+00   -1.2652324380371e-01   
+4.1156722692591e-01   -3.9255733349605e+00   +2.3174588954369e+00   +1.6417684389602e+00   -1.2658609224158e-01   
+4.1324026443373e-01   -3.9249689129259e+00   +2.3231786783942e+00   +1.6483397113579e+00   -1.2664886259478e-01   
+4.1491330194156e-01   -3.9243620697733e+00   +2.3288970282982e+00   +1.6549099669768e+00   -1.2671155482461e-01   
+4.1658633944939e-01   -3.9237528058771e+00   +2.3346139416215e+00   +1.6614792017640e+00   -1.2677416889238e-01   
+4.1825937695722e-01   -3.9231411216129e+00   +2.3403294148376e+00   +1.6680474116674e+00   -1.2683670475948e-01   
+4.1993241446505e-01   -3.9225270173582e+00   +2.3460434444209e+00   +1.6746145926354e+00   -1.2689916238732e-01   
+4.2160545197288e-01   -3.9219104934918e+00   +2.3517560268467e+00   +1.6811807406169e+00   -1.2696154173738e-01   
+4.2327848948071e-01   -3.9212915503939e+00   +2.3574671585913e+00   +1.6877458515617e+00   -1.2702384277119e-01   
+4.2495152698854e-01   -3.9206701884464e+00   +2.3631768361317e+00   +1.6943099214201e+00   -1.2708606545030e-01   
+4.2662456449637e-01   -3.9200464080325e+00   +2.3688850559459e+00   +1.7008729461429e+00   -1.2714820973635e-01   
+4.2829760200419e-01   -3.9194202095370e+00   +2.3745918145128e+00   +1.7074349216819e+00   -1.2721027559099e-01   
+4.2997063951202e-01   -3.9187915933462e+00   +2.3802971083121e+00   +1.7139958439892e+00   -1.2727226297595e-01   
+4.3164367701985e-01   -3.9181605598479e+00   +2.3860009338245e+00   +1.7205557090178e+00   -1.2733417185297e-01   
+4.3331671452768e-01   -3.9175271094312e+00   +2.3917032875318e+00   +1.7271145127211e+00   -1.2739600218388e-01   
+4.3498975203551e-01   -3.9168912424871e+00   +2.3974041659162e+00   +1.7336722510535e+00   -1.2745775393054e-01   
+4.3666278954334e-01   -3.9162529594076e+00   +2.4031035654613e+00   +1.7402289199697e+00   -1.2751942705485e-01   
+4.3833582705117e-01   -3.9156122605865e+00   +2.4088014826514e+00   +1.7467845154253e+00   -1.2758102151877e-01   
+4.4000886455900e-01   -3.9149691464190e+00   +2.4144979139717e+00   +1.7533390333764e+00   -1.2764253728431e-01   
+4.4168190206683e-01   -3.9143236173019e+00   +2.4201928559084e+00   +1.7598924697799e+00   -1.2770397431352e-01   
+4.4335493957465e-01   -3.9136756736333e+00   +2.4258863049486e+00   +1.7664448205933e+00   -1.2776533256849e-01   
+4.4502797708248e-01   -3.9130253158129e+00   +2.4315782575802e+00   +1.7729960817748e+00   -1.2782661201140e-01   
+4.4670101459031e-01   -3.9123725442419e+00   +2.4372687102921e+00   +1.7795462492833e+00   -1.2788781260442e-01   
+4.4837405209814e-01   -3.9117173593229e+00   +2.4429576595742e+00   +1.7860953190781e+00   -1.2794893430982e-01   
+4.5004708960597e-01   -3.9110597614601e+00   +2.4486451019174e+00   +1.7926432871197e+00   -1.2800997708989e-01   
+4.5172012711380e-01   -3.9103997510592e+00   +2.4543310338131e+00   +1.7991901493688e+00   -1.2807094090697e-01   
+4.5339316462163e-01   -3.9097373285272e+00   +2.4600154517542e+00   +1.8057359017871e+00   -1.2813182572346e-01   
+4.5506620212946e-01   -3.9090724942728e+00   +2.4656983522342e+00   +1.8122805403367e+00   -1.2819263150180e-01   
+4.5673923963729e-01   -3.9084052487060e+00   +2.4713797317475e+00   +1.8188240609806e+00   -1.2825335820448e-01   
+4.5841227714511e-01   -3.9077355922386e+00   +2.4770595867897e+00   +1.8253664596824e+00   -1.2831400579405e-01   
+4.6008531465294e-01   -3.9070635252835e+00   +2.4827379138570e+00   +1.8319077324065e+00   -1.2837457423310e-01   
+4.6175835216077e-01   -3.9063890482553e+00   +2.4884147094469e+00   +1.8384478751179e+00   -1.2843506348425e-01   
+4.6343138966860e-01   -3.9057121615701e+00   +2.4940899700575e+00   +1.8449868837822e+00   -1.2849547351021e-01   
+4.6510442717643e-01   -3.9050328656453e+00   +2.4997636921881e+00   +1.8515247543660e+00   -1.2855580427370e-01   
+4.6677746468426e-01   -3.9043511609002e+00   +2.5054358723389e+00   +1.8580614828362e+00   -1.2861605573752e-01   
+4.6845050219209e-01   -3.9036670477550e+00   +2.5111065070110e+00   +1.8645970651608e+00   -1.2867622786449e-01   
+4.7012353969992e-01   -3.9029805266319e+00   +2.5167755927064e+00   +1.8711314973082e+00   -1.2873632061749e-01   
+4.7179657720775e-01   -3.9022915979542e+00   +2.5224431259281e+00   +1.8776647752477e+00   -1.2879633395947e-01   
+4.7346961471557e-01   -3.9016002621471e+00   +2.5281091031802e+00   +1.8841968949492e+00   -1.2885626785339e-01   
+4.7514265222340e-01   -3.9009065196369e+00   +2.5337735209676e+00   +1.8907278523834e+00   -1.2891612226230e-01   
+4.7681568973123e-01   -3.9002103708515e+00   +2.5394363757962e+00   +1.8972576435217e+00   -1.2897589714926e-01   
+4.7848872723906e-01   -3.8995118162205e+00   +2.5450976641728e+00   +1.9037862643361e+00   -1.2903559247741e-01   
+4.8016176474689e-01   -3.8988108561746e+00   +2.5507573826054e+00   +1.9103137107995e+00   -1.2909520820993e-01   
+4.8183480225472e-01   -3.8981074911463e+00   +2.5564155276026e+00   +1.9168399788855e+00   -1.2915474431003e-01   
+4.8350783976255e-01   -3.8974017215695e+00   +2.5620720956742e+00   +1.9233650645682e+00   -1.2921420074100e-01   
+4.8518087727038e-01   -3.8966935478794e+00   +2.5677270833311e+00   +1.9298889638227e+00   -1.2927357746615e-01   
+4.8685391477821e-01   -3.8959829705130e+00   +2.5733804870849e+00   +1.9364116726248e+00   -1.2933287444887e-01   
+4.8852695228603e-01   -3.8952699899085e+00   +2.5790323034483e+00   +1.9429331869508e+00   -1.2939209165258e-01   
+4.9019998979386e-01   -3.8945546065058e+00   +2.5846825289350e+00   +1.9494535027780e+00   -1.2945122904074e-01   
+4.9187302730169e-01   -3.8938368207462e+00   +2.5903311600597e+00   +1.9559726160844e+00   -1.2951028657688e-01   
